TRIG,particles,simulation_id,composition,energy,particles_normalized
TRIG2,3,394,Iron,1E15,0.0013123359580052493
TRIG2,90,77,Iron,3.16E15,0.0583989501312336
TRIG1,21,498,Iron,1E15,0.013123359580052493
TRIG2,6,947,Carbon,1E14,0.0032808398950131233
TRIG2,22,718,Photon,1E15,0.013779527559055118
TRIG3,9,233,Nitrogen,1E15,0.005249343832020997
TRIG3,33,935,Photon,1E15,0.02099737532808399
TRIG2,23,377,Photon,1E15,0.014435695538057743
TRIG2,7,732,Iron,1E15,0.003937007874015748
TRIG3,3,66,Oxygen,1E15,0.0013123359580052493
TRIG3,7,84,Oxygen,3.16E14,0.003937007874015748
TRIG1,10,512,Photon,3.16E14,0.005905511811023622
TRIG3,6,272,Carbon,3.16E14,0.0032808398950131233
TRIG1,43,79,Nitrogen,1E15,0.027559055118110236
TRIG2,4,962,Proton,1E15,0.001968503937007874
TRIG3,5,321,Oxygen,1E15,0.0026246719160104987
TRIG1,54,90,Carbon,3.16E15,0.03477690288713911
TRIG1,10,962,Proton,1E15,0.005905511811023622
TRIG3,4,513,Proton,1E15,0.001968503937007874
TRIG2,13,21,Photon,1E15,0.007874015748031496
TRIG1,12,517,Photon,1E15,0.007217847769028871
TRIG2,6,760,Photon,1E15,0.0032808398950131233
TRIG3,4,9,Photon,1E15,0.001968503937007874
TRIG3,2,329,Photon,1E15,0.0006561679790026247
TRIG3,60,150,Proton,1E15,0.03871391076115485
TRIG3,7,55,Carbon,1E15,0.003937007874015748
TRIG3,10,24,Nitrogen,1E15,0.005905511811023622
TRIG2,23,734,Photon,1E14,0.014435695538057743
TRIG3,1,165,Nitrogen,1E15,0.0
TRIG2,7,406,Proton,3.16E14,0.003937007874015748
TRIG2,152,5,Nitrogen,3.16E15,0.09908136482939632
TRIG3,3,237,Carbon,1E15,0.0013123359580052493
TRIG3,22,102,Carbon,1E15,0.013779527559055118
TRIG2,74,903,Photon,1E15,0.047900262467191604
TRIG3,64,33,Iron,3.16E15,0.04133858267716535
TRIG2,4,514,Photon,1E15,0.001968503937007874
TRIG1,2,866,Photon,1E14,0.0006561679790026247
TRIG3,2,73,Proton,3.16E14,0.0006561679790026247
TRIG1,10,146,Oxygen,1E15,0.005905511811023622
TRIG2,18,811,Photon,1E15,0.01115485564304462
TRIG1,10,43,Nitrogen,3.16E15,0.005905511811023622
TRIG3,1,171,Carbon,1E14,0.0
TRIG2,11,524,Iron,1E15,0.006561679790026247
TRIG2,4,274,Carbon,1E15,0.001968503937007874
TRIG2,9,746,Photon,3.16E14,0.005249343832020997
TRIG2,15,234,Photon,1E15,0.009186351706036745
TRIG3,53,31,Carbon,1E15,0.03412073490813648
TRIG2,64,287,Iron,3.16E15,0.04133858267716535
TRIG3,6,555,Iron,1E15,0.0032808398950131233
TRIG3,7,389,Proton,1E15,0.003937007874015748
TRIG2,8,707,Photon,1E15,0.004593175853018373
TRIG2,67,17,Nitrogen,3.16E15,0.04330708661417323
TRIG3,9,530,Proton,1E15,0.005249343832020997
TRIG1,4,70,Iron,1E15,0.001968503937007874
TRIG3,228,49,Photon,3.16E15,0.1489501312335958
TRIG1,204,86,Proton,3.16E15,0.1332020997375328
TRIG1,3,182,Proton,1E15,0.0013123359580052493
TRIG1,78,587,Photon,1E15,0.0505249343832021
TRIG1,10,534,Iron,1E15,0.005905511811023622
TRIG1,2,639,Proton,1E15,0.0006561679790026247
TRIG2,15,643,Proton,1E15,0.009186351706036745
TRIG2,7,136,Photon,1E14,0.003937007874015748
TRIG1,65,723,Proton,3.16E14,0.04199475065616798
TRIG2,2,978,Photon,3.16E14,0.0006561679790026247
TRIG1,3,97,Carbon,3.16E14,0.0013123359580052493
TRIG1,14,332,Nitrogen,3.16E14,0.00853018372703412
TRIG1,19,479,Proton,1E15,0.011811023622047244
TRIG2,43,886,Proton,3.16E14,0.027559055118110236
TRIG1,122,18,Proton,3.16E15,0.07939632545931759
TRIG3,13,998,Iron,1E15,0.007874015748031496
TRIG3,37,292,Photon,1E15,0.023622047244094488
TRIG3,226,2,Nitrogen,3.16E15,0.14763779527559054
TRIG3,4,112,Iron,1E15,0.001968503937007874
TRIG1,12,88,Iron,1E15,0.007217847769028871
TRIG2,19,275,Oxygen,1E15,0.011811023622047244
TRIG3,11,534,Iron,1E15,0.006561679790026247
TRIG2,10,506,Proton,1E15,0.005905511811023622
TRIG3,8,155,Photon,3.16E14,0.004593175853018373
TRIG2,9,71,Nitrogen,3.16E15,0.005249343832020997
TRIG3,1,34,Iron,1E15,0.0
TRIG1,3,958,Proton,1E15,0.0013123359580052493
TRIG3,14,434,Iron,1E15,0.00853018372703412
TRIG1,21,40,Carbon,1E15,0.013123359580052493
TRIG1,11,125,Oxygen,1E15,0.006561679790026247
TRIG2,3,968,Iron,3.16E14,0.0013123359580052493
TRIG1,4,912,Carbon,1E14,0.001968503937007874
TRIG1,21,566,Proton,1E15,0.013123359580052493
TRIG3,17,223,Proton,3.16E14,0.010498687664041995
TRIG2,7,919,Proton,1E15,0.003937007874015748
TRIG1,2,16,Carbon,1E15,0.0006561679790026247
TRIG3,120,80,Oxygen,3.16E15,0.07808398950131233
TRIG2,3,2,Carbon,1E15,0.0013123359580052493
TRIG2,18,90,Proton,1E15,0.01115485564304462
TRIG1,96,676,Photon,1E15,0.06233595800524934
TRIG3,4,811,Proton,3.16E14,0.001968503937007874
TRIG1,1,21,Iron,3.16E15,0.0
TRIG2,34,737,Proton,3.16E14,0.021653543307086614
TRIG1,15,213,Proton,1E15,0.009186351706036745
TRIG3,6,23,Nitrogen,1E15,0.0032808398950131233
TRIG1,6,626,Photon,1E15,0.0032808398950131233
TRIG3,12,3,Proton,1E14,0.007217847769028871
TRIG3,153,140,Proton,1E15,0.09973753280839895
TRIG3,81,680,Photon,1E15,0.05249343832020997
TRIG3,59,676,Photon,1E15,0.03805774278215223
TRIG2,5,329,Proton,3.16E14,0.0026246719160104987
TRIG2,1,942,Proton,1E15,0.0
TRIG2,23,966,Iron,1E15,0.014435695538057743
TRIG3,56,766,Photon,1E15,0.03608923884514435
TRIG2,2,708,Iron,3.16E14,0.0006561679790026247
TRIG3,15,765,Proton,3.16E14,0.009186351706036745
TRIG2,1,947,Photon,1E14,0.0
TRIG3,1,880,Proton,1E15,0.0
TRIG2,91,249,Proton,3.16E15,0.05905511811023622
TRIG1,22,748,Proton,3.16E14,0.013779527559055118
TRIG1,34,160,Oxygen,1E15,0.021653543307086614
TRIG3,4,100,Iron,3.16E14,0.001968503937007874
TRIG2,46,767,Proton,1E15,0.02952755905511811
TRIG1,8,824,Photon,1E15,0.004593175853018373
TRIG3,6,319,Proton,3.16E14,0.0032808398950131233
TRIG2,2,602,Proton,1E15,0.0006561679790026247
TRIG3,6,450,Proton,1E15,0.0032808398950131233
TRIG2,7,215,Photon,1E15,0.003937007874015748
TRIG1,5,922,Iron,1E15,0.0026246719160104987
TRIG1,40,377,Iron,1E15,0.025590551181102362
TRIG3,10,471,Iron,1E15,0.005905511811023622
TRIG1,58,541,Photon,1E15,0.03740157480314961
TRIG3,1,699,Iron,3.16E14,0.0
TRIG2,14,692,Proton,1E15,0.00853018372703412
TRIG2,10,896,Proton,3.16E14,0.005905511811023622
TRIG3,3,370,Proton,3.16E14,0.0013123359580052493
TRIG3,1,671,Proton,1E15,0.0
TRIG2,23,328,Iron,1E15,0.014435695538057743
TRIG2,6,705,Iron,3.16E14,0.0032808398950131233
TRIG3,34,113,Oxygen,1E15,0.021653543307086614
TRIG2,6,281,Iron,1E15,0.0032808398950131233
TRIG2,4,533,Photon,3.16E14,0.001968503937007874
TRIG2,3,16,Photon,3.16E14,0.0013123359580052493
TRIG1,60,270,Proton,3.16E15,0.03871391076115485
TRIG3,31,637,Photon,1E15,0.01968503937007874
TRIG1,153,913,Proton,1E15,0.09973753280839895
TRIG1,39,281,Oxygen,1E15,0.024934383202099737
TRIG1,20,271,Carbon,1E15,0.012467191601049869
TRIG2,70,56,Proton,3.16E15,0.045275590551181105
TRIG2,20,339,Proton,1E15,0.012467191601049869
TRIG1,27,39,Nitrogen,3.16E15,0.01706036745406824
TRIG2,7,209,Oxygen,1E15,0.003937007874015748
TRIG1,11,210,Iron,1E15,0.006561679790026247
TRIG3,8,215,Photon,1E15,0.004593175853018373
TRIG1,102,331,Photon,1E15,0.0662729658792651
TRIG3,2,281,Photon,1E14,0.0006561679790026247
TRIG3,1,848,Photon,3.16E14,0.0
TRIG2,81,16,Nitrogen,1E15,0.05249343832020997
TRIG1,55,270,Proton,1E15,0.03543307086614173
TRIG2,54,87,Nitrogen,3.16E15,0.03477690288713911
TRIG3,17,153,Proton,1E15,0.010498687664041995
TRIG1,5,178,Carbon,1E15,0.0026246719160104987
TRIG2,8,301,Photon,1E15,0.004593175853018373
TRIG2,2,153,Proton,1E14,0.0006561679790026247
TRIG3,9,579,Proton,3.16E14,0.005249343832020997
TRIG3,55,165,Carbon,1E15,0.03543307086614173
TRIG2,185,221,Proton,3.16E15,0.12073490813648294
TRIG3,1,342,Proton,3.16E14,0.0
TRIG1,8,643,Photon,1E15,0.004593175853018373
TRIG3,22,75,Carbon,1E15,0.013779527559055118
TRIG2,2,590,Proton,1E15,0.0006561679790026247
TRIG1,2,907,Proton,1E15,0.0006561679790026247
TRIG2,2,15,Iron,3.16E14,0.0006561679790026247
TRIG1,25,55,Iron,3.16E15,0.015748031496062992
TRIG2,2,161,Carbon,3.16E14,0.0006561679790026247
TRIG2,11,758,Proton,1E15,0.006561679790026247
TRIG1,26,375,Photon,3.16E14,0.016404199475065617
TRIG3,19,228,Iron,1E15,0.011811023622047244
TRIG1,194,166,Proton,3.16E15,0.12664041994750655
TRIG3,2,482,Iron,1E15,0.0006561679790026247
TRIG2,2,41,Proton,3.16E14,0.0006561679790026247
TRIG1,8,124,Oxygen,3.16E14,0.004593175853018373
TRIG1,22,278,Photon,3.16E14,0.013779527559055118
TRIG3,4,321,Iron,1E15,0.001968503937007874
TRIG1,731,272,Photon,3.16E15,0.479002624671916
TRIG1,3,72,Iron,3.16E15,0.0013123359580052493
TRIG2,6,782,Proton,1E15,0.0032808398950131233
TRIG3,2,482,Proton,3.16E14,0.0006561679790026247
TRIG3,2,312,Oxygen,1E15,0.0006561679790026247
TRIG1,23,531,Photon,1E15,0.014435695538057743
TRIG2,78,105,Oxygen,3.16E15,0.0505249343832021
TRIG1,15,303,Photon,3.16E15,0.009186351706036745
TRIG3,53,566,Photon,1E15,0.03412073490813648
TRIG1,45,233,Proton,1E15,0.028871391076115485
TRIG1,10,953,Iron,1E15,0.005905511811023622
TRIG2,7,367,Iron,1E15,0.003937007874015748
TRIG3,9,41,Iron,1E15,0.005249343832020997
TRIG1,2,83,Iron,1E15,0.0006561679790026247
TRIG3,60,195,Iron,3.16E15,0.03871391076115485
TRIG3,4,184,Nitrogen,1E15,0.001968503937007874
TRIG1,26,10,Photon,3.16E15,0.016404199475065617
TRIG1,21,363,Proton,3.16E14,0.013123359580052493
TRIG1,37,786,Photon,1E15,0.023622047244094488
TRIG1,16,251,Proton,1E15,0.00984251968503937
TRIG2,10,293,Iron,1E15,0.005905511811023622
TRIG3,11,17,Proton,3.16E15,0.006561679790026247
TRIG3,34,674,Proton,3.16E14,0.021653543307086614
TRIG3,10,384,Proton,1E14,0.005905511811023622
TRIG3,3,248,Carbon,3.16E14,0.0013123359580052493
TRIG3,79,500,Photon,1E15,0.051181102362204724
TRIG2,2,395,Proton,1E14,0.0006561679790026247
TRIG3,26,859,Proton,1E15,0.016404199475065617
TRIG2,3,52,Photon,3.16E14,0.0013123359580052493
TRIG1,19,307,Proton,3.16E14,0.011811023622047244
TRIG2,2,909,Photon,3.16E14,0.0006561679790026247
TRIG3,4,525,Photon,3.16E14,0.001968503937007874
TRIG3,10,626,Iron,1E15,0.005905511811023622
TRIG2,59,863,Proton,3.16E14,0.03805774278215223
TRIG2,51,130,Iron,3.16E15,0.03280839895013123
TRIG3,9,41,Oxygen,3.16E15,0.005249343832020997
TRIG3,98,30,Oxygen,3.16E15,0.0636482939632546
TRIG2,3,133,Photon,1E14,0.0013123359580052493
TRIG2,81,70,Iron,3.16E15,0.05249343832020997
TRIG1,43,322,Iron,1E15,0.027559055118110236
TRIG1,12,56,Iron,3.16E15,0.007217847769028871
TRIG3,8,368,Photon,3.16E14,0.004593175853018373
TRIG2,1,747,Iron,1E15,0.0
TRIG1,3,312,Proton,1E15,0.0013123359580052493
TRIG1,4,586,Proton,3.16E14,0.001968503937007874
TRIG2,8,886,Photon,3.16E14,0.004593175853018373
TRIG3,3,793,Iron,1E15,0.0013123359580052493
TRIG2,6,826,Proton,3.16E14,0.0032808398950131233
TRIG1,2,247,Nitrogen,1E15,0.0006561679790026247
TRIG3,44,59,Iron,3.16E15,0.02821522309711286
TRIG1,2,452,Proton,1E15,0.0006561679790026247
TRIG3,24,63,Nitrogen,1E15,0.015091863517060367
TRIG3,15,30,Proton,3.16E14,0.009186351706036745
TRIG3,54,147,Carbon,1E15,0.03477690288713911
TRIG2,537,204,Photon,3.16E15,0.3517060367454068
TRIG2,5,571,Photon,3.16E14,0.0026246719160104987
TRIG2,9,282,Photon,1E14,0.005249343832020997
TRIG2,176,243,Proton,3.16E15,0.11482939632545931
TRIG1,110,26,Nitrogen,3.16E15,0.07152230971128609
TRIG1,94,690,Proton,1E15,0.0610236220472441
TRIG3,7,94,Proton,1E15,0.003937007874015748
TRIG1,4,419,Photon,1E15,0.001968503937007874
TRIG2,54,284,Proton,1E15,0.03477690288713911
TRIG1,27,270,Photon,3.16E15,0.01706036745406824
TRIG1,2,901,Iron,1E15,0.0006561679790026247
TRIG2,43,149,Iron,3.16E15,0.027559055118110236
TRIG2,28,261,Photon,1E15,0.017716535433070866
TRIG2,9,11,Proton,3.16E14,0.005249343832020997
TRIG2,23,16,Proton,3.16E15,0.014435695538057743
TRIG2,83,282,Proton,3.16E15,0.05380577427821522
TRIG3,1,158,Carbon,3.16E14,0.0
TRIG3,23,69,Oxygen,1E15,0.014435695538057743
TRIG1,20,99,Proton,3.16E15,0.012467191601049869
TRIG2,8,155,Photon,1E15,0.004593175853018373
TRIG1,4,229,Iron,1E15,0.001968503937007874
TRIG3,4,202,Oxygen,1E15,0.001968503937007874
TRIG2,23,799,Iron,1E15,0.014435695538057743
TRIG2,7,452,Proton,1E15,0.003937007874015748
TRIG3,8,798,Photon,3.16E14,0.004593175853018373
TRIG2,6,0,Proton,3.16E15,0.0032808398950131233
TRIG3,1,191,Proton,1E15,0.0
TRIG2,3,241,Iron,3.16E15,0.0013123359580052493
TRIG3,1,583,Iron,3.16E14,0.0
TRIG3,11,864,Photon,1E15,0.006561679790026247
TRIG2,111,189,Proton,3.16E15,0.0721784776902887
TRIG2,55,73,Carbon,3.16E15,0.03543307086614173
TRIG1,5,511,Photon,3.16E14,0.0026246719160104987
TRIG2,9,184,Photon,3.16E14,0.005249343832020997
TRIG3,136,60,Nitrogen,3.16E15,0.08858267716535433
TRIG3,1,461,Photon,1E14,0.0
TRIG1,2,271,Proton,1E14,0.0006561679790026247
TRIG2,1,91,Carbon,1E14,0.0
TRIG2,10,224,Iron,3.16E15,0.005905511811023622
TRIG3,3,469,Proton,1E14,0.0013123359580052493
TRIG2,68,651,Proton,1E15,0.04396325459317585
TRIG3,14,150,Iron,1E15,0.00853018372703412
TRIG3,20,186,Proton,3.16E15,0.012467191601049869
TRIG1,103,226,Iron,3.16E15,0.06692913385826771
TRIG3,2,169,Proton,3.16E14,0.0006561679790026247
TRIG3,34,45,Nitrogen,3.16E15,0.021653543307086614
TRIG1,15,499,Iron,1E15,0.009186351706036745
TRIG1,11,200,Photon,1E15,0.006561679790026247
TRIG1,38,303,Oxygen,1E15,0.024278215223097113
TRIG1,1,66,Photon,3.16E14,0.0
TRIG1,7,428,Photon,3.16E14,0.003937007874015748
TRIG1,1,201,Photon,1E14,0.0
TRIG3,4,71,Nitrogen,3.16E15,0.001968503937007874
TRIG3,1,111,Proton,1E15,0.0
TRIG1,4,116,Iron,1E15,0.001968503937007874
TRIG1,35,246,Nitrogen,1E15,0.02230971128608924
TRIG3,11,346,Photon,3.16E14,0.006561679790026247
TRIG3,8,989,Iron,1E15,0.004593175853018373
TRIG3,8,95,Photon,3.16E14,0.004593175853018373
TRIG1,14,659,Photon,3.16E14,0.00853018372703412
TRIG3,498,25,Photon,3.16E15,0.3261154855643045
TRIG1,6,217,Proton,3.16E14,0.0032808398950131233
TRIG3,14,908,Proton,3.16E14,0.00853018372703412
TRIG2,131,50,Carbon,3.16E15,0.08530183727034121
TRIG3,37,682,Photon,1E15,0.023622047244094488
TRIG2,5,88,Nitrogen,1E15,0.0026246719160104987
TRIG2,9,21,Photon,3.16E14,0.005249343832020997
TRIG3,137,202,Photon,3.16E15,0.08923884514435695
TRIG3,6,91,Nitrogen,3.16E14,0.0032808398950131233
TRIG1,72,314,Photon,1E15,0.04658792650918635
TRIG3,13,63,Photon,3.16E14,0.007874015748031496
TRIG1,38,101,Proton,3.16E15,0.024278215223097113
TRIG2,4,829,Proton,3.16E14,0.001968503937007874
TRIG2,2,58,Iron,1E15,0.0006561679790026247
TRIG2,152,898,Photon,1E15,0.09908136482939632
TRIG3,2,705,Iron,3.16E14,0.0006561679790026247
TRIG2,2,397,Iron,1E15,0.0006561679790026247
TRIG3,124,798,Proton,1E15,0.08070866141732283
TRIG2,4,873,Proton,1E14,0.001968503937007874
TRIG3,26,787,Proton,1E15,0.016404199475065617
TRIG1,1,31,Carbon,3.16E14,0.0
TRIG3,21,280,Photon,3.16E15,0.013123359580052493
TRIG2,45,237,Nitrogen,1E15,0.028871391076115485
TRIG3,163,130,Proton,3.16E15,0.1062992125984252
TRIG3,116,241,Proton,1E15,0.07545931758530183
TRIG1,12,31,Oxygen,3.16E14,0.007217847769028871
TRIG2,7,124,Proton,1E14,0.003937007874015748
TRIG2,1,31,Proton,1E15,0.0
TRIG3,79,104,Oxygen,3.16E15,0.051181102362204724
TRIG3,5,146,Carbon,1E15,0.0026246719160104987
TRIG3,7,534,Proton,3.16E14,0.003937007874015748
TRIG1,101,409,Photon,1E15,0.06561679790026247
TRIG2,1,523,Photon,1E14,0.0
TRIG2,57,23,Proton,3.16E15,0.03674540682414698
TRIG1,2,771,Carbon,1E14,0.0006561679790026247
TRIG2,41,317,Carbon,1E15,0.026246719160104987
TRIG2,300,127,Proton,3.16E15,0.19619422572178477
TRIG3,8,425,Photon,1E15,0.004593175853018373
TRIG3,19,575,Photon,3.16E14,0.011811023622047244
TRIG1,3,160,Proton,1E14,0.0013123359580052493
TRIG3,1,633,Photon,1E15,0.0
TRIG2,2,232,Oxygen,3.16E14,0.0006561679790026247
TRIG2,33,582,Proton,1E15,0.02099737532808399
TRIG3,6,721,Proton,1E14,0.0032808398950131233
TRIG2,4,738,Proton,1E15,0.001968503937007874
TRIG1,40,201,Iron,1E15,0.025590551181102362
TRIG3,3,424,Iron,1E15,0.0013123359580052493
TRIG3,15,238,Proton,3.16E14,0.009186351706036745
TRIG2,41,620,Proton,1E15,0.026246719160104987
TRIG1,17,988,Photon,3.16E14,0.010498687664041995
TRIG3,40,268,Photon,3.16E15,0.025590551181102362
TRIG1,37,496,Iron,1E15,0.023622047244094488
TRIG3,3,365,Proton,1E14,0.0013123359580052493
TRIG1,6,304,Photon,3.16E14,0.0032808398950131233
TRIG2,11,950,Proton,1E15,0.006561679790026247
TRIG1,78,647,Proton,1E15,0.0505249343832021
TRIG2,4,111,Iron,3.16E14,0.001968503937007874
TRIG2,1,639,Carbon,1E14,0.0
TRIG1,12,15,Proton,3.16E15,0.007217847769028871
TRIG1,26,36,Proton,3.16E14,0.016404199475065617
TRIG2,51,11,Photon,1E15,0.03280839895013123
TRIG2,5,289,Nitrogen,1E15,0.0026246719160104987
TRIG1,110,903,Photon,1E15,0.07152230971128609
TRIG3,18,72,Photon,3.16E15,0.01115485564304462
TRIG2,1,377,Proton,3.16E14,0.0
TRIG3,4,305,Oxygen,3.16E14,0.001968503937007874
TRIG3,1,28,Iron,1E15,0.0
TRIG3,4,843,Photon,1E15,0.001968503937007874
TRIG2,46,154,Proton,3.16E15,0.02952755905511811
TRIG3,16,527,Proton,1E15,0.00984251968503937
TRIG1,20,86,Nitrogen,1E15,0.012467191601049869
TRIG3,3,161,Proton,1E14,0.0013123359580052493
TRIG1,1,417,Proton,3.16E14,0.0
TRIG2,8,290,Proton,1E15,0.004593175853018373
TRIG3,4,744,Photon,3.16E14,0.001968503937007874
TRIG1,3,724,Photon,1E14,0.0013123359580052493
TRIG1,16,688,Proton,1E15,0.00984251968503937
TRIG2,4,206,Nitrogen,1E15,0.001968503937007874
TRIG3,5,76,Nitrogen,1E15,0.0026246719160104987
TRIG1,93,839,Photon,3.16E14,0.06036745406824147
TRIG1,119,197,Oxygen,1E15,0.0774278215223097
TRIG2,3,943,Photon,1E15,0.0013123359580052493
TRIG3,1,287,Oxygen,3.16E14,0.0
TRIG1,17,39,Carbon,1E15,0.010498687664041995
TRIG3,5,816,Photon,1E15,0.0026246719160104987
TRIG1,3,625,Photon,3.16E14,0.0013123359580052493
TRIG1,2,102,Nitrogen,3.16E14,0.0006561679790026247
TRIG3,172,163,Proton,3.16E15,0.11220472440944881
TRIG2,2,26,Photon,3.16E14,0.0006561679790026247
TRIG2,3,408,Proton,3.16E14,0.0013123359580052493
TRIG3,10,841,Proton,3.16E14,0.005905511811023622
TRIG2,13,29,Iron,3.16E15,0.007874015748031496
TRIG2,4,276,Nitrogen,1E15,0.001968503937007874
TRIG3,18,16,Nitrogen,3.16E14,0.01115485564304462
TRIG1,2,72,Carbon,3.16E14,0.0006561679790026247
TRIG3,24,192,Photon,3.16E14,0.015091863517060367
TRIG2,5,121,Proton,3.16E15,0.0026246719160104987
TRIG2,2,311,Oxygen,1E15,0.0006561679790026247
TRIG1,20,815,Proton,1E15,0.012467191601049869
TRIG3,25,157,Carbon,1E15,0.015748031496062992
TRIG3,45,12,Carbon,3.16E15,0.028871391076115485
TRIG2,3,457,Proton,3.16E14,0.0013123359580052493
TRIG3,10,901,Proton,3.16E14,0.005905511811023622
TRIG2,10,424,Photon,1E15,0.005905511811023622
TRIG3,1,753,Iron,1E15,0.0
TRIG3,3,124,Nitrogen,3.16E14,0.0013123359580052493
TRIG1,28,537,Photon,3.16E14,0.017716535433070866
TRIG2,9,204,Proton,1E15,0.005249343832020997
TRIG1,2,141,Iron,1E15,0.0006561679790026247
TRIG1,14,587,Proton,1E15,0.00853018372703412
TRIG1,3,813,Iron,1E15,0.0013123359580052493
TRIG2,1,85,Iron,3.16E15,0.0
TRIG1,4,616,Proton,3.16E14,0.001968503937007874
TRIG3,3,417,Iron,3.16E14,0.0013123359580052493
TRIG2,11,147,Iron,1E15,0.006561679790026247
TRIG3,26,149,Iron,3.16E15,0.016404199475065617
TRIG2,6,129,Proton,3.16E14,0.0032808398950131233
TRIG1,5,176,Photon,1E15,0.0026246719160104987
TRIG3,55,242,Proton,1E15,0.03543307086614173
TRIG2,8,656,Iron,1E15,0.004593175853018373
TRIG3,11,22,Oxygen,1E15,0.006561679790026247
TRIG3,3,991,Iron,1E15,0.0013123359580052493
TRIG3,14,5,Oxygen,1E15,0.00853018372703412
TRIG2,19,488,Proton,3.16E14,0.011811023622047244
TRIG3,10,504,Iron,1E15,0.005905511811023622
TRIG3,3,87,Iron,3.16E15,0.0013123359580052493
TRIG2,4,487,Proton,1E15,0.001968503937007874
TRIG1,31,198,Proton,3.16E14,0.01968503937007874
TRIG2,10,295,Oxygen,1E14,0.005905511811023622
TRIG2,64,43,Iron,3.16E15,0.04133858267716535
TRIG3,18,865,Photon,1E15,0.01115485564304462
TRIG2,12,496,Iron,1E15,0.007217847769028871
TRIG1,4,602,Photon,1E15,0.001968503937007874
TRIG2,37,270,Proton,3.16E15,0.023622047244094488
TRIG1,2,376,Proton,1E15,0.0006561679790026247
TRIG2,51,935,Proton,3.16E14,0.03280839895013123
TRIG2,2,20,Proton,1E15,0.0006561679790026247
TRIG1,15,616,Proton,1E15,0.009186351706036745
TRIG3,52,846,Photon,1E15,0.033464566929133854
TRIG2,4,201,Proton,3.16E15,0.001968503937007874
TRIG3,14,227,Oxygen,1E15,0.00853018372703412
TRIG1,85,989,Photon,1E15,0.05511811023622047
TRIG3,9,543,Iron,3.16E14,0.005249343832020997
TRIG3,16,384,Proton,1E15,0.00984251968503937
TRIG2,1,63,Nitrogen,3.16E15,0.0
TRIG2,13,137,Photon,3.16E15,0.007874015748031496
TRIG2,3,253,Iron,3.16E15,0.0013123359580052493
TRIG2,21,173,Photon,1E14,0.013123359580052493
TRIG3,28,182,Nitrogen,1E15,0.017716535433070866
TRIG3,6,549,Photon,3.16E14,0.0032808398950131233
TRIG1,28,95,Proton,3.16E15,0.017716535433070866
TRIG1,25,205,Carbon,1E15,0.015748031496062992
TRIG2,12,426,Proton,1E15,0.007217847769028871
TRIG2,9,152,Iron,1E15,0.005249343832020997
TRIG1,55,98,Iron,3.16E15,0.03543307086614173
TRIG1,5,161,Photon,3.16E14,0.0026246719160104987
TRIG1,4,849,Iron,1E15,0.001968503937007874
TRIG2,9,224,Proton,1E15,0.005249343832020997
TRIG3,149,23,Carbon,3.16E15,0.09711286089238845
TRIG2,22,676,Proton,1E15,0.013779527559055118
TRIG1,4,398,Proton,3.16E14,0.001968503937007874
TRIG2,13,67,Proton,1E14,0.007874015748031496
TRIG3,275,608,Photon,1E15,0.17979002624671916
TRIG3,2,259,Nitrogen,3.16E14,0.0006561679790026247
TRIG1,55,177,Photon,3.16E15,0.03543307086614173
TRIG3,7,53,Proton,1E15,0.003937007874015748
TRIG1,107,22,Carbon,3.16E15,0.06955380577427822
TRIG2,3,929,Iron,3.16E14,0.0013123359580052493
TRIG1,16,322,Proton,1E15,0.00984251968503937
TRIG2,5,800,Proton,1E15,0.0026246719160104987
TRIG3,14,224,Iron,3.16E15,0.00853018372703412
TRIG1,47,61,Carbon,1E15,0.030183727034120734
TRIG1,20,289,Oxygen,3.16E14,0.012467191601049869
TRIG2,1,960,Photon,1E15,0.0
TRIG2,36,511,Photon,1E15,0.022965879265091863
TRIG1,49,549,Photon,1E15,0.031496062992125984
TRIG2,3,124,Oxygen,3.16E14,0.0013123359580052493
TRIG1,59,202,Proton,3.16E15,0.03805774278215223
TRIG2,1,877,Proton,1E14,0.0
TRIG2,36,284,Iron,3.16E15,0.022965879265091863
TRIG1,83,196,Nitrogen,1E15,0.05380577427821522
TRIG2,47,193,Carbon,1E15,0.030183727034120734
TRIG2,47,243,Proton,1E15,0.030183727034120734
TRIG2,2,651,Photon,3.16E14,0.0006561679790026247
TRIG1,3,486,Iron,3.16E14,0.0013123359580052493
TRIG1,29,39,Nitrogen,1E15,0.01837270341207349
TRIG1,238,749,Photon,1E15,0.15551181102362205
TRIG2,9,175,Nitrogen,1E15,0.005249343832020997
TRIG2,36,653,Photon,1E15,0.022965879265091863
TRIG1,1,851,Proton,1E15,0.0
TRIG2,19,42,Photon,3.16E14,0.011811023622047244
TRIG2,20,804,Proton,1E15,0.012467191601049869
TRIG3,1,526,Photon,3.16E14,0.0
TRIG1,29,191,Nitrogen,1E15,0.01837270341207349
TRIG2,13,207,Proton,3.16E14,0.007874015748031496
TRIG2,21,50,Oxygen,1E15,0.013123359580052493
TRIG2,4,534,Iron,1E15,0.001968503937007874
TRIG3,113,38,Photon,3.16E15,0.07349081364829396
TRIG1,42,814,Iron,1E15,0.02690288713910761
TRIG3,13,948,Iron,1E15,0.007874015748031496
TRIG1,1,938,Proton,1E14,0.0
TRIG3,10,25,Proton,3.16E15,0.005905511811023622
TRIG3,114,752,Photon,1E15,0.07414698162729659
TRIG3,22,30,Proton,3.16E15,0.013779527559055118
