TRIG,particles,simulation_id,composition,energy,particles_normalized
TRIG2,10,121,Photon,3.16E15,0.005905511811023622
TRIG1,7,695,Iron,1E15,0.003937007874015748
TRIG1,2,357,Iron,1E15,0.0006561679790026247
TRIG3,11,955,Proton,3.16E14,0.006561679790026247
TRIG2,36,214,Oxygen,1E15,0.022965879265091863
TRIG1,1,10,Oxygen,1E15,0.0
TRIG3,57,245,Photon,3.16E15,0.03674540682414698
TRIG2,66,123,Proton,3.16E15,0.04265091863517061
TRIG3,1,583,Iron,1E15,0.0
TRIG1,4,137,Photon,3.16E15,0.001968503937007874
TRIG2,7,221,Iron,3.16E15,0.003937007874015748
TRIG1,12,810,Iron,1E15,0.007217847769028871
TRIG3,11,962,Proton,3.16E14,0.006561679790026247
TRIG2,21,160,Proton,1E15,0.013123359580052493
TRIG3,3,43,Proton,3.16E14,0.0013123359580052493
TRIG2,48,157,Proton,3.16E15,0.03083989501312336
TRIG1,14,195,Proton,3.16E14,0.00853018372703412
TRIG3,5,113,Photon,3.16E14,0.0026246719160104987
TRIG3,3,438,Iron,1E15,0.0013123359580052493
TRIG2,20,162,Proton,1E15,0.012467191601049869
TRIG3,10,799,Iron,1E15,0.005905511811023622
TRIG1,9,134,Proton,3.16E14,0.005249343832020997
TRIG2,29,292,Photon,1E15,0.01837270341207349
TRIG2,39,45,Photon,1E15,0.024934383202099737
TRIG2,5,215,Iron,3.16E15,0.0026246719160104987
TRIG2,133,952,Photon,1E15,0.08661417322834646
TRIG2,12,182,Proton,3.16E15,0.007217847769028871
TRIG1,3,227,Proton,3.16E15,0.0013123359580052493
TRIG3,40,562,Photon,1E15,0.025590551181102362
TRIG1,22,784,Photon,1E15,0.013779527559055118
TRIG3,7,343,Iron,1E15,0.003937007874015748
TRIG1,3,92,Carbon,3.16E15,0.0013123359580052493
TRIG3,11,91,Nitrogen,3.16E15,0.006561679790026247
TRIG3,2,312,Proton,1E15,0.0006561679790026247
TRIG3,17,219,Proton,1E15,0.010498687664041995
TRIG1,3,606,Proton,1E15,0.0013123359580052493
TRIG3,15,225,Proton,3.16E15,0.009186351706036745
TRIG2,5,237,Carbon,1E15,0.0026246719160104987
TRIG1,424,341,Proton,1E15,0.27755905511811024
TRIG2,41,373,Proton,3.16E14,0.026246719160104987
TRIG2,12,588,Iron,1E15,0.007217847769028871
TRIG1,8,549,Photon,3.16E14,0.004593175853018373
TRIG2,11,188,Proton,3.16E15,0.006561679790026247
TRIG3,15,564,Photon,3.16E14,0.009186351706036745
TRIG1,2,502,Proton,3.16E14,0.0006561679790026247
TRIG3,40,54,Proton,3.16E14,0.025590551181102362
TRIG3,5,257,Photon,3.16E14,0.0026246719160104987
TRIG3,11,407,Iron,1E15,0.006561679790026247
TRIG2,1,964,Proton,1E15,0.0
TRIG1,44,119,Iron,1E15,0.02821522309711286
TRIG1,13,210,Proton,3.16E14,0.007874015748031496
TRIG1,8,65,Oxygen,3.16E15,0.004593175853018373
TRIG1,1,360,Photon,1E14,0.0
TRIG1,20,278,Nitrogen,1E15,0.012467191601049869
TRIG2,7,815,Proton,3.16E14,0.003937007874015748
TRIG1,19,65,Proton,3.16E15,0.011811023622047244
TRIG3,10,331,Proton,3.16E14,0.005905511811023622
TRIG3,11,590,Photon,1E15,0.006561679790026247
TRIG1,2,368,Proton,1E14,0.0006561679790026247
TRIG2,9,676,Proton,3.16E14,0.005249343832020997
TRIG1,21,136,Oxygen,3.16E14,0.013123359580052493
TRIG1,4,658,Photon,3.16E14,0.001968503937007874
TRIG2,102,861,Photon,1E15,0.0662729658792651
TRIG1,6,478,Proton,1E15,0.0032808398950131233
TRIG1,51,818,Proton,1E14,0.03280839895013123
TRIG2,3,206,Photon,1E15,0.0013123359580052493
TRIG3,5,242,Carbon,1E15,0.0026246719160104987
TRIG3,28,280,Proton,1E15,0.017716535433070866
TRIG2,112,468,Photon,1E15,0.07283464566929133
TRIG1,36,676,Proton,1E15,0.022965879265091863
TRIG3,2,268,Carbon,3.16E14,0.0006561679790026247
TRIG2,12,204,Photon,1E15,0.007217847769028871
TRIG3,8,228,Carbon,1E15,0.004593175853018373
TRIG3,13,322,Nitrogen,1E15,0.007874015748031496
TRIG2,10,1,Carbon,1E15,0.005905511811023622
TRIG3,2,81,Oxygen,1E15,0.0006561679790026247
TRIG3,3,491,Carbon,1E14,0.0013123359580052493
TRIG2,55,564,Proton,1E15,0.03543307086614173
TRIG2,10,803,Proton,1E15,0.005905511811023622
TRIG3,10,315,Photon,3.16E14,0.005905511811023622
TRIG2,26,547,Photon,1E15,0.016404199475065617
TRIG1,7,141,Proton,1E15,0.003937007874015748
TRIG3,50,332,Proton,1E15,0.03215223097112861
TRIG1,1,60,Oxygen,1E15,0.0
TRIG3,5,157,Photon,3.16E14,0.0026246719160104987
TRIG3,3,800,Photon,3.16E14,0.0013123359580052493
TRIG3,20,792,Photon,3.16E14,0.012467191601049869
TRIG2,49,766,Photon,1E15,0.031496062992125984
TRIG2,15,660,Photon,1E15,0.009186351706036745
TRIG1,5,409,Iron,1E15,0.0026246719160104987
TRIG1,7,149,Nitrogen,3.16E14,0.003937007874015748
TRIG1,17,57,Iron,3.16E15,0.010498687664041995
TRIG1,36,256,Proton,3.16E15,0.022965879265091863
TRIG2,6,81,Proton,3.16E15,0.0032808398950131233
TRIG1,3,812,Iron,1E15,0.0013123359580052493
TRIG3,15,739,Photon,1E15,0.009186351706036745
TRIG2,1,277,Photon,1E14,0.0
TRIG3,46,272,Iron,3.16E15,0.02952755905511811
TRIG2,1,195,Photon,3.16E15,0.0
TRIG3,3,247,Nitrogen,1E15,0.0013123359580052493
TRIG2,5,22,Iron,1E15,0.0026246719160104987
TRIG1,2,262,Oxygen,3.16E14,0.0006561679790026247
TRIG3,2,363,Iron,3.16E14,0.0006561679790026247
TRIG3,16,128,Oxygen,1E15,0.00984251968503937
TRIG3,26,201,Iron,1E15,0.016404199475065617
TRIG2,37,708,Photon,1E15,0.023622047244094488
TRIG3,11,252,Photon,3.16E14,0.006561679790026247
TRIG1,4,258,Photon,1E15,0.001968503937007874
TRIG2,15,760,Proton,1E14,0.009186351706036745
TRIG3,3,312,Proton,3.16E14,0.0013123359580052493
TRIG3,1,9,Oxygen,1E15,0.0
TRIG3,12,655,Proton,1E15,0.007217847769028871
TRIG3,11,151,Proton,3.16E14,0.006561679790026247
TRIG3,7,62,Photon,3.16E15,0.003937007874015748
TRIG3,6,306,Iron,3.16E15,0.0032808398950131233
TRIG3,47,18,Iron,3.16E15,0.030183727034120734
TRIG2,34,427,Photon,1E15,0.021653543307086614
TRIG2,5,50,Iron,1E15,0.0026246719160104987
TRIG2,1,943,Iron,3.16E14,0.0
TRIG1,23,678,Proton,1E15,0.014435695538057743
TRIG1,31,330,Proton,1E15,0.01968503937007874
TRIG2,1,832,Photon,1E14,0.0
TRIG3,4,32,Carbon,1E15,0.001968503937007874
TRIG1,57,41,Nitrogen,1E15,0.03674540682414698
TRIG2,77,13,Nitrogen,1E15,0.049868766404199474
TRIG1,25,117,Photon,3.16E15,0.015748031496062992
TRIG3,6,433,Proton,1E15,0.0032808398950131233
TRIG3,28,5,Carbon,3.16E15,0.017716535433070866
TRIG1,1,177,Iron,3.16E15,0.0
TRIG2,14,286,Carbon,1E15,0.00853018372703412
TRIG2,5,59,Oxygen,1E15,0.0026246719160104987
TRIG3,80,122,Photon,3.16E15,0.051837270341207345
TRIG2,2,809,Iron,1E15,0.0006561679790026247
TRIG1,11,247,Oxygen,1E15,0.006561679790026247
TRIG1,9,763,Photon,3.16E14,0.005249343832020997
TRIG1,14,413,Photon,3.16E14,0.00853018372703412
TRIG2,11,726,Proton,1E14,0.006561679790026247
TRIG1,1,236,Proton,1E14,0.0
TRIG1,126,670,Proton,1E15,0.08202099737532809
TRIG2,545,228,Photon,3.16E15,0.3569553805774278
TRIG2,7,566,Proton,3.16E14,0.003937007874015748
TRIG1,38,16,Proton,3.16E15,0.024278215223097113
TRIG2,4,319,Proton,1E15,0.001968503937007874
TRIG1,3,86,Carbon,3.16E15,0.0013123359580052493
TRIG1,40,112,Proton,3.16E15,0.025590551181102362
TRIG1,4,860,Proton,1E14,0.001968503937007874
TRIG3,50,137,Proton,1E15,0.03215223097112861
TRIG1,23,780,Photon,1E15,0.014435695538057743
TRIG3,21,53,Oxygen,1E15,0.013123359580052493
TRIG3,25,95,Proton,3.16E15,0.015748031496062992
TRIG1,1160,246,Photon,3.16E15,0.7604986876640419
TRIG3,327,254,Photon,3.16E15,0.21391076115485563
TRIG3,6,336,Proton,1E15,0.0032808398950131233
TRIG3,2,800,Iron,1E15,0.0006561679790026247
TRIG2,40,61,Carbon,1E15,0.025590551181102362
TRIG2,10,50,Photon,3.16E14,0.005905511811023622
TRIG2,1,499,Photon,3.16E14,0.0
TRIG2,42,33,Iron,3.16E15,0.02690288713910761
TRIG2,6,62,Oxygen,3.16E15,0.0032808398950131233
TRIG1,34,10,Proton,3.16E15,0.021653543307086614
TRIG1,209,942,Photon,1E15,0.13648293963254593
TRIG2,41,49,Oxygen,3.16E15,0.026246719160104987
TRIG3,2,82,Oxygen,3.16E14,0.0006561679790026247
TRIG1,11,182,Photon,1E15,0.006561679790026247
TRIG1,6,377,Proton,3.16E14,0.0032808398950131233
TRIG3,162,109,Photon,3.16E15,0.10564304461942257
TRIG2,5,810,Iron,1E15,0.0026246719160104987
TRIG1,6,71,Nitrogen,3.16E15,0.0032808398950131233
TRIG2,20,683,Proton,1E15,0.012467191601049869
TRIG2,6,750,Proton,3.16E14,0.0032808398950131233
TRIG1,1,137,Nitrogen,1E15,0.0
TRIG1,4,916,Photon,1E14,0.001968503937007874
TRIG2,48,165,Carbon,1E15,0.03083989501312336
TRIG2,3,220,Proton,1E15,0.0013123359580052493
TRIG2,3,116,Nitrogen,1E14,0.0013123359580052493
TRIG3,63,49,Oxygen,3.16E15,0.04068241469816273
TRIG1,1,647,Photon,1E14,0.0
TRIG1,16,230,Carbon,1E15,0.00984251968503937
TRIG1,5,164,Proton,1E15,0.0026246719160104987
TRIG3,139,53,Carbon,3.16E15,0.09055118110236221
TRIG2,12,316,Iron,1E15,0.007217847769028871
TRIG3,1,19,Proton,3.16E14,0.0
TRIG1,26,338,Proton,1E15,0.016404199475065617
TRIG1,1,283,Iron,1E15,0.0
TRIG3,1,714,Proton,1E14,0.0
TRIG2,3,884,Photon,1E15,0.0013123359580052493
TRIG2,3,101,Photon,3.16E14,0.0013123359580052493
TRIG1,5,204,Photon,1E14,0.0026246719160104987
TRIG2,17,119,Proton,1E15,0.010498687664041995
TRIG3,3,55,Iron,1E15,0.0013123359580052493
TRIG3,6,932,Photon,3.16E14,0.0032808398950131233
TRIG3,3,147,Iron,1E15,0.0013123359580052493
TRIG2,76,967,Proton,1E15,0.049212598425196846
TRIG1,1,154,Proton,3.16E14,0.0
TRIG2,2,842,Iron,1E15,0.0006561679790026247
TRIG2,102,289,Proton,3.16E15,0.0662729658792651
TRIG1,9,265,Iron,3.16E15,0.005249343832020997
TRIG3,25,654,Proton,3.16E14,0.015748031496062992
TRIG3,538,68,Nitrogen,3.16E15,0.35236220472440943
TRIG3,3,665,Proton,3.16E14,0.0013123359580052493
TRIG2,38,677,Proton,1E15,0.024278215223097113
TRIG1,82,58,Carbon,3.16E15,0.0531496062992126
TRIG2,3,99,Proton,3.16E15,0.0013123359580052493
TRIG3,10,643,Photon,3.16E14,0.005905511811023622
TRIG3,31,166,Iron,3.16E15,0.01968503937007874
TRIG2,15,83,Proton,1E14,0.009186351706036745
TRIG1,1,983,Proton,1E14,0.0
TRIG2,20,39,Oxygen,3.16E15,0.012467191601049869
TRIG1,1,129,Oxygen,1E15,0.0
TRIG3,13,231,Oxygen,1E15,0.007874015748031496
TRIG3,38,69,Photon,1E15,0.024278215223097113
TRIG3,2,151,Oxygen,1E15,0.0006561679790026247
TRIG1,8,172,Nitrogen,1E15,0.004593175853018373
TRIG3,8,886,Photon,3.16E14,0.004593175853018373
TRIG3,7,8,Iron,3.16E15,0.003937007874015748
TRIG1,36,78,Proton,3.16E15,0.022965879265091863
TRIG1,808,91,Photon,3.16E15,0.5295275590551181
TRIG1,21,146,Iron,3.16E15,0.013123359580052493
TRIG2,5,765,Photon,1E15,0.0026246719160104987
TRIG2,5,771,Carbon,1E14,0.0026246719160104987
TRIG2,30,565,Photon,1E15,0.019028871391076115
TRIG2,63,93,Proton,3.16E15,0.04068241469816273
TRIG3,23,522,Proton,3.16E14,0.014435695538057743
TRIG2,34,93,Nitrogen,3.16E15,0.021653543307086614
TRIG3,30,243,Photon,3.16E14,0.019028871391076115
TRIG2,17,65,Oxygen,1E15,0.010498687664041995
TRIG1,15,918,Proton,1E15,0.009186351706036745
TRIG3,1,249,Carbon,3.16E14,0.0
TRIG1,3,19,Photon,1E15,0.0013123359580052493
TRIG2,96,88,Carbon,3.16E15,0.06233595800524934
TRIG3,1,310,Oxygen,1E15,0.0
TRIG1,2,760,Proton,1E14,0.0006561679790026247
TRIG2,12,41,Iron,1E15,0.007217847769028871
TRIG1,7,4,Carbon,1E15,0.003937007874015748
TRIG3,14,59,Nitrogen,1E15,0.00853018372703412
TRIG1,2,90,Photon,3.16E14,0.0006561679790026247
TRIG3,16,607,Proton,1E15,0.00984251968503937
TRIG2,41,23,Proton,1E15,0.026246719160104987
TRIG3,28,596,Proton,1E15,0.017716535433070866
TRIG1,4,143,Carbon,3.16E14,0.001968503937007874
TRIG3,25,556,Photon,3.16E14,0.015748031496062992
TRIG2,4,280,Oxygen,3.16E14,0.001968503937007874
TRIG2,47,176,Proton,1E15,0.030183727034120734
TRIG3,1,283,Iron,1E15,0.0
TRIG1,170,616,Photon,1E15,0.11089238845144357
TRIG1,86,165,Proton,3.16E15,0.0557742782152231
TRIG2,12,327,Oxygen,3.16E14,0.007217847769028871
TRIG1,5,954,Proton,1E15,0.0026246719160104987
TRIG3,10,540,Iron,1E15,0.005905511811023622
TRIG1,1,208,Oxygen,1E15,0.0
TRIG3,6,753,Proton,3.16E14,0.0032808398950131233
TRIG3,33,274,Photon,1E15,0.02099737532808399
TRIG1,2,339,Iron,3.16E14,0.0006561679790026247
TRIG3,4,754,Proton,1E15,0.001968503937007874
TRIG2,15,766,Iron,1E15,0.009186351706036745
TRIG1,122,554,Photon,1E15,0.07939632545931759
TRIG1,26,545,Proton,1E15,0.016404199475065617
TRIG2,10,586,Proton,3.16E14,0.005905511811023622
TRIG3,4,309,Photon,3.16E14,0.001968503937007874
TRIG2,22,396,Photon,1E15,0.013779527559055118
TRIG2,23,231,Oxygen,1E15,0.014435695538057743
TRIG1,2,656,Proton,1E15,0.0006561679790026247
TRIG3,97,117,Proton,3.16E15,0.06299212598425197
TRIG2,43,683,Photon,1E15,0.027559055118110236
TRIG1,8,12,Oxygen,1E15,0.004593175853018373
TRIG3,46,989,Photon,1E15,0.02952755905511811
TRIG2,762,75,Photon,3.16E15,0.49934383202099736
TRIG2,143,776,Photon,1E15,0.0931758530183727
TRIG1,19,445,Proton,1E15,0.011811023622047244
TRIG2,10,146,Oxygen,1E15,0.005905511811023622
TRIG2,34,957,Photon,1E15,0.021653543307086614
TRIG3,28,547,Photon,1E15,0.017716535433070866
TRIG2,86,52,Oxygen,3.16E15,0.0557742782152231
TRIG3,8,306,Photon,3.16E15,0.004593175853018373
TRIG2,13,862,Iron,1E15,0.007874015748031496
TRIG2,67,420,Proton,1E15,0.04330708661417323
TRIG1,254,32,Proton,1E15,0.16601049868766404
TRIG3,22,703,Photon,1E15,0.013779527559055118
TRIG2,18,669,Iron,1E15,0.01115485564304462
TRIG2,123,60,Photon,3.16E15,0.08005249343832022
TRIG3,38,241,Photon,1E15,0.024278215223097113
TRIG2,1,837,Iron,3.16E14,0.0
TRIG1,204,941,Photon,1E15,0.1332020997375328
TRIG3,6,194,Oxygen,1E15,0.0032808398950131233
TRIG3,6,387,Photon,3.16E14,0.0032808398950131233
TRIG2,183,510,Proton,1E15,0.11942257217847768
TRIG3,4,816,Iron,1E15,0.001968503937007874
TRIG2,3,874,Proton,1E15,0.0013123359580052493
TRIG2,1,305,Iron,1E15,0.0
TRIG1,31,74,Nitrogen,3.16E15,0.01968503937007874
TRIG3,5,402,Iron,1E15,0.0026246719160104987
TRIG3,21,601,Proton,1E15,0.013123359580052493
TRIG3,23,963,Photon,1E15,0.014435695538057743
TRIG1,5,208,Nitrogen,1E15,0.0026246719160104987
TRIG3,125,271,Proton,3.16E15,0.08136482939632546
TRIG2,91,29,Nitrogen,3.16E15,0.05905511811023622
TRIG2,1,100,Iron,3.16E14,0.0
TRIG1,131,634,Proton,1E15,0.08530183727034121
TRIG2,91,276,Proton,3.16E15,0.05905511811023622
TRIG2,7,632,Photon,3.16E14,0.003937007874015748
TRIG3,4,92,Iron,3.16E15,0.001968503937007874
TRIG3,4,97,Iron,1E15,0.001968503937007874
TRIG3,20,281,Oxygen,1E15,0.012467191601049869
TRIG2,12,320,Oxygen,1E15,0.007217847769028871
TRIG3,15,345,Proton,1E15,0.009186351706036745
TRIG1,2,174,Proton,3.16E14,0.0006561679790026247
TRIG2,1,33,Iron,3.16E14,0.0
TRIG3,43,51,Oxygen,3.16E15,0.027559055118110236
TRIG2,39,59,Iron,3.16E15,0.024934383202099737
TRIG1,9,43,Iron,1E15,0.005249343832020997
TRIG2,2,349,Iron,3.16E14,0.0006561679790026247
TRIG3,3,208,Oxygen,3.16E14,0.0013123359580052493
TRIG3,1,660,Iron,1E15,0.0
TRIG3,16,661,Photon,1E15,0.00984251968503937
TRIG2,55,146,Proton,1E15,0.03543307086614173
TRIG3,370,237,Proton,3.16E15,0.2421259842519685
TRIG2,16,181,Nitrogen,1E15,0.00984251968503937
TRIG3,1,251,Oxygen,1E15,0.0
TRIG3,35,217,Oxygen,1E15,0.02230971128608924
TRIG3,47,23,Oxygen,3.16E15,0.030183727034120734
TRIG3,3,52,Iron,3.16E15,0.0013123359580052493
TRIG3,1,246,Oxygen,3.16E14,0.0
TRIG2,9,558,Iron,1E15,0.005249343832020997
TRIG3,8,929,Photon,3.16E14,0.004593175853018373
TRIG2,2,929,Proton,3.16E14,0.0006561679790026247
TRIG3,15,29,Photon,1E15,0.009186351706036745
TRIG1,2,5,Proton,3.16E14,0.0006561679790026247
TRIG3,29,94,Oxygen,1E15,0.01837270341207349
TRIG2,24,175,Proton,3.16E15,0.015091863517060367
TRIG3,1,903,Proton,3.16E14,0.0
TRIG2,19,337,Photon,3.16E14,0.011811023622047244
TRIG1,41,531,Proton,1E15,0.026246719160104987
TRIG1,54,148,Nitrogen,1E15,0.03477690288713911
TRIG3,26,95,Carbon,3.16E15,0.016404199475065617
TRIG2,55,344,Photon,1E15,0.03543307086614173
TRIG3,2,69,Carbon,3.16E14,0.0006561679790026247
TRIG3,16,284,Oxygen,1E15,0.00984251968503937
TRIG1,26,89,Oxygen,1E15,0.016404199475065617
TRIG1,28,539,Photon,3.16E14,0.017716535433070866
TRIG1,23,925,Photon,3.16E14,0.014435695538057743
TRIG1,50,852,Photon,1E15,0.03215223097112861
TRIG3,1,269,Iron,3.16E15,0.0
TRIG2,64,228,Photon,1E15,0.04133858267716535
TRIG1,1,125,Photon,3.16E15,0.0
TRIG3,30,50,Carbon,1E15,0.019028871391076115
TRIG3,2,33,Carbon,1E15,0.0006561679790026247
TRIG2,85,274,Proton,3.16E15,0.05511811023622047
TRIG3,1,851,Proton,1E15,0.0
TRIG3,3,29,Carbon,3.16E15,0.0013123359580052493
TRIG2,24,311,Proton,1E15,0.015091863517060367
TRIG3,31,202,Carbon,1E15,0.01968503937007874
TRIG2,13,462,Photon,1E15,0.007874015748031496
TRIG3,2,164,Proton,1E15,0.0006561679790026247
TRIG3,3,844,Photon,3.16E14,0.0013123359580052493
TRIG2,2,53,Photon,1E15,0.0006561679790026247
TRIG3,127,164,Proton,3.16E15,0.0826771653543307
TRIG3,2,53,Photon,1E15,0.0006561679790026247
TRIG2,7,331,Proton,3.16E14,0.003937007874015748
TRIG1,28,262,Iron,1E15,0.017716535433070866
TRIG1,141,687,Photon,1E15,0.09186351706036745
TRIG3,12,678,Proton,3.16E14,0.007217847769028871
TRIG1,12,228,Carbon,1E15,0.007217847769028871
TRIG1,5,320,Proton,3.16E14,0.0026246719160104987
TRIG1,4,88,Nitrogen,1E15,0.001968503937007874
TRIG2,4,72,Oxygen,3.16E14,0.001968503937007874
TRIG2,1,27,Oxygen,3.16E14,0.0
TRIG2,33,89,Nitrogen,1E15,0.02099737532808399
TRIG3,35,253,Proton,3.16E15,0.02230971128608924
TRIG1,14,250,Photon,3.16E14,0.00853018372703412
TRIG3,105,55,Carbon,3.16E15,0.06824146981627296
TRIG2,19,79,Photon,3.16E15,0.011811023622047244
TRIG2,37,311,Photon,3.16E14,0.023622047244094488
TRIG3,27,40,Oxygen,1E15,0.01706036745406824
TRIG3,1,414,Proton,1E15,0.0
TRIG3,27,3,Nitrogen,3.16E15,0.01706036745406824
TRIG1,33,28,Proton,1E15,0.02099737532808399
TRIG1,8,764,Iron,1E15,0.004593175853018373
TRIG2,5,766,Photon,3.16E14,0.0026246719160104987
TRIG2,3,515,Proton,1E14,0.0013123359580052493
TRIG2,17,925,Photon,3.16E14,0.010498687664041995
TRIG1,17,241,Proton,3.16E14,0.010498687664041995
TRIG2,6,647,Iron,1E15,0.0032808398950131233
TRIG1,181,98,Carbon,3.16E15,0.11811023622047244
TRIG1,75,67,Proton,3.16E15,0.048556430446194225
TRIG3,3,299,Nitrogen,1E15,0.0013123359580052493
TRIG3,3,81,Proton,1E15,0.0013123359580052493
TRIG1,33,718,Photon,1E15,0.02099737532808399
TRIG3,13,805,Proton,1E15,0.007874015748031496
TRIG1,2,832,Photon,1E14,0.0006561679790026247
TRIG1,4,327,Carbon,1E15,0.001968503937007874
TRIG2,1,97,Proton,3.16E14,0.0
TRIG2,3,237,Photon,1E14,0.0013123359580052493
TRIG3,5,82,Oxygen,1E15,0.0026246719160104987
TRIG2,13,315,Photon,3.16E14,0.007874015748031496
TRIG3,4,138,Proton,3.16E14,0.001968503937007874
TRIG2,13,79,Nitrogen,1E15,0.007874015748031496
TRIG1,52,454,Photon,1E15,0.033464566929133854
TRIG3,18,245,Iron,1E15,0.01115485564304462
TRIG1,2,594,Proton,3.16E14,0.0006561679790026247
TRIG1,77,311,Photon,1E15,0.049868766404199474
TRIG1,30,253,Nitrogen,1E15,0.019028871391076115
TRIG3,187,138,Photon,3.16E15,0.1220472440944882
TRIG1,4,868,Proton,1E15,0.001968503937007874
TRIG1,58,64,Nitrogen,3.16E15,0.03740157480314961
TRIG1,55,598,Proton,1E15,0.03543307086614173
TRIG1,12,508,Iron,1E15,0.007217847769028871
TRIG1,33,189,Photon,1E15,0.02099737532808399
TRIG3,3,601,Proton,1E14,0.0013123359580052493
TRIG2,43,331,Proton,1E15,0.027559055118110236
TRIG1,56,192,Iron,3.16E15,0.03608923884514435
TRIG1,2,158,Carbon,3.16E14,0.0006561679790026247
TRIG2,11,48,Iron,3.16E15,0.006561679790026247
TRIG1,92,812,Photon,1E15,0.05971128608923884
TRIG3,17,210,Proton,1E15,0.010498687664041995
TRIG2,5,170,Proton,3.16E15,0.0026246719160104987
TRIG2,39,100,Proton,1E15,0.024934383202099737
TRIG2,44,218,Proton,1E15,0.02821522309711286
TRIG1,1,173,Nitrogen,3.16E14,0.0
TRIG2,1,930,Proton,1E14,0.0
TRIG1,31,379,Photon,3.16E14,0.01968503937007874
TRIG3,52,170,Photon,1E15,0.033464566929133854
TRIG3,136,10,Nitrogen,3.16E15,0.08858267716535433
TRIG1,536,242,Proton,3.16E15,0.3510498687664042
TRIG2,13,180,Proton,1E15,0.007874015748031496
TRIG2,25,935,Photon,1E15,0.015748031496062992
TRIG1,6,589,Proton,3.16E14,0.0032808398950131233
TRIG1,6,472,Photon,3.16E14,0.0032808398950131233
TRIG3,10,94,Nitrogen,1E15,0.005905511811023622
TRIG2,33,93,Proton,3.16E14,0.02099737532808399
TRIG1,4,925,Proton,1E14,0.001968503937007874
TRIG1,3,212,Oxygen,3.16E14,0.0013123359580052493
TRIG1,196,229,Proton,3.16E15,0.1279527559055118
TRIG3,1,172,Proton,3.16E15,0.0
TRIG1,7,377,Photon,3.16E14,0.003937007874015748
TRIG3,8,72,Iron,1E15,0.004593175853018373
TRIG2,68,494,Photon,1E15,0.04396325459317585
TRIG2,10,142,Carbon,3.16E14,0.005905511811023622
TRIG1,4,201,Carbon,1E15,0.001968503937007874
TRIG2,2,570,Proton,1E14,0.0006561679790026247
TRIG3,4,622,Photon,1E15,0.001968503937007874
TRIG1,26,61,Iron,1E15,0.016404199475065617
TRIG1,8,203,Oxygen,1E15,0.004593175853018373
TRIG2,34,281,Photon,3.16E14,0.021653543307086614
TRIG2,15,86,Nitrogen,1E15,0.009186351706036745
TRIG1,103,129,Proton,1E15,0.06692913385826771
TRIG2,42,845,Photon,1E15,0.02690288713910761
TRIG2,5,992,Proton,1E15,0.0026246719160104987
TRIG1,4,881,Proton,1E15,0.001968503937007874
TRIG1,77,232,Iron,3.16E15,0.049868766404199474
TRIG1,19,485,Photon,1E15,0.011811023622047244
TRIG1,34,179,Proton,3.16E14,0.021653543307086614
TRIG2,29,220,Photon,1E15,0.01837270341207349
TRIG1,2,253,Nitrogen,3.16E14,0.0006561679790026247
TRIG2,21,613,Proton,1E15,0.013123359580052493
TRIG3,6,11,Nitrogen,3.16E15,0.0032808398950131233
TRIG3,2,427,Proton,1E15,0.0006561679790026247
TRIG3,5,587,Proton,1E15,0.0026246719160104987
TRIG1,362,106,Proton,3.16E15,0.2368766404199475
TRIG2,72,99,Carbon,3.16E15,0.04658792650918635
TRIG2,5,263,Iron,1E15,0.0026246719160104987
TRIG1,9,555,Iron,1E15,0.005249343832020997
TRIG2,16,216,Photon,3.16E15,0.00984251968503937
TRIG2,34,466,Proton,1E15,0.021653543307086614
TRIG2,22,28,Proton,1E15,0.013779527559055118
TRIG3,2,104,Nitrogen,3.16E15,0.0006561679790026247
TRIG1,58,167,Proton,1E15,0.03740157480314961
TRIG1,19,264,Oxygen,1E15,0.011811023622047244
TRIG2,73,248,Photon,1E15,0.047244094488188976
TRIG1,10,231,Proton,1E14,0.005905511811023622
TRIG2,1,845,Photon,1E14,0.0
TRIG2,35,211,Iron,3.16E15,0.02230971128608924
TRIG2,8,174,Nitrogen,1E15,0.004593175853018373
TRIG1,67,493,Photon,3.16E14,0.04330708661417323
TRIG3,4,436,Photon,3.16E14,0.001968503937007874
TRIG3,1,510,Proton,3.16E14,0.0
TRIG1,3,793,Photon,3.16E14,0.0013123359580052493
TRIG2,24,733,Photon,3.16E14,0.015091863517060367
TRIG3,15,350,Iron,1E15,0.009186351706036745
TRIG1,12,865,Photon,1E15,0.007217847769028871
TRIG2,3,751,Proton,3.16E14,0.0013123359580052493
TRIG1,3,89,Iron,3.16E15,0.0013123359580052493
TRIG3,10,639,Photon,1E15,0.005905511811023622
TRIG1,5,618,Proton,3.16E14,0.0026246719160104987
TRIG3,2,77,Photon,1E14,0.0006561679790026247
TRIG3,4,200,Iron,3.16E15,0.001968503937007874
TRIG2,5,151,Oxygen,1E15,0.0026246719160104987
TRIG1,1,405,Iron,3.16E14,0.0
TRIG3,7,11,Iron,1E15,0.003937007874015748
TRIG1,3,651,Photon,3.16E14,0.0013123359580052493
TRIG1,20,61,Nitrogen,1E15,0.012467191601049869
TRIG3,2,101,Iron,3.16E14,0.0006561679790026247
TRIG3,3,59,Iron,1E15,0.0013123359580052493
TRIG3,1,330,Oxygen,3.16E14,0.0
TRIG3,4,696,Iron,1E15,0.001968503937007874
TRIG2,2,121,Carbon,1E15,0.0006561679790026247
TRIG2,36,888,Photon,1E15,0.022965879265091863
