101	-6017.059999999998	-12978.159999999218
102	-6010.890000000014	-15566.71999999974
103	-7509.670000000042	-12959.569999999367
104	-6812.910000000033	-11601.199999999255
105	-4518.25	-15538.449999999255
106	-2267.8600000000442	-16864.159999999218
107	-2261.170000000042	-11669.389999999665
108	-8261.300000000047	-11664.689999999478
109	-7577.72000000003	-10312.02999999933
110	-5252.940000000002	-11665.109999999404
111	-763.7900000000373	-16862.069999999367
112	-2262.1199999999953	-14263.71999999974
113	-1515.8300000000163	-15566.729999999516
114	-3005.3699999999953	-10358.239999999292
115	-16503.400000000023	-15568.759999999776
116	-4499.360000000044	-10377.02999999933
117	-3762.7700000000186	-11662.27999999933
118	-6006.270000000019	-10373.859999999404
119	-3006.3000000000466	-12964.339999999851
121	-6756.830000000016	-22033.33999999985
122	-1510.6500000000233	-12957.639999999665
123	-17990.52000000002	-15621.649999999441
124	-17266.080000000016	-16867.429999999702
125	-10515.059999999998	-23346.929999999702
126	-17314.97000000003	-14250.370000000112
127	-16512.369999999995	-12972.519999999553
128	-10506.280000000028	-20769.099999999627
129	-17998.550000000047	-12945.839999999851
130	-17307.440000000002	-11682.580000000075
131	-6764.650000000023	-14261.620000000112
132	-1509.9100000000326	-18164.419999999925
133	-3009.6500000000233	-18167.0
134	-3047.0500000000466	-15486.459999999963
135	-4509.850000000035	-18168.62999999989
137	2988.469999999972	-20771.12999999989
138	-5261.97000000003	-14270.359999999404
139	-4506.550000000047	-12967.189999999478
140	-3746.1900000000023	-14269.620000000112
141	3738.3699999999953	-11671.299999999814
142	-3757.6500000000233	-16864.199999999255
143	-6007.830000000016	-18167.459999999963
144	-5257.160000000033	-16865.62000000011
145	-5257.340000000026	-19464.12999999989
146	-3757.4500000000116	-19468.459999999963
147	-2260.7000000000116	-19463.330000000075
148	-7508.460000000021	-18172.959999999963
149	-6761.320000000007	-19465.96999999974
150	-6761.150000000023	-16864.109999999404
151	-7519.350000000035	-15584.370000000112
152	-12037.809999999998	-18141.290000000037
153	-11247.290000000037	-19471.709999999963
154	-9764.820000000007	-19480.52999999933
155	-10524.040000000037	-18157.389999999665
156	-8994.030000000028	-15551.629999999888
157	-9739.390000000014	-16865.58999999985
158	-8263.900000000023	-16871.30999999959
159	-14273.390000000014	-14271.370000000112
160	-13509.840000000026	-15562.109999999404
161	-12770.76000000001	-14268.459999999963
162	-11181.48000000004	-14282.659999999218
163	-12758.400000000023	-16865.509999999776
164	-12041.869999999995	-15580.25
165	-11239.0	-16880.859999999404
166	-10526.76000000001	-15580.729999999516
167	-7512.100000000035	-20767.580000000075
168	-8979.410000000033	-20772.449999999255
169	-8261.330000000016	-19468.179999999702
170	-9025.340000000026	-18179.68999999948
171	-8994.880000000005	-12969.120000000112
172	-9761.670000000042	-14268.729999999516
173	-8259.73000000004	-14294.709999999963
174	-10561.530000000028	-13025.629999999888
175	-11952.350000000035	-10419.459999999963
176	-11323.860000000044	-11672.30999999959
177	-12760.880000000005	-11632.629999999888
178	-12089.059999999998	-13021.129999999888
179	-9775.73000000004	-11621.239999999292
180	-15787.450000000012	-16914.639999999665
181	-15002.920000000042	-15577.519999999553
182	-14233.740000000049	-16852.040000000037
183	-10482.059999999998	-10451.179999999702
184	-15857.410000000033	-14285.599999999627
187	-15781.910000000033	-11686.349999999627
188	-14223.76000000001	-11736.370000000112
189	-13451.860000000044	-12933.589999999851
190	-15011.200000000012	-12964.019999999553
191	-4511.030000000028	-20761.909999999218
192	-6061.23000000004	-20762.21999999974
193	-5167.880000000005	-22071.409999999218
194	-3009.2900000000373	-20760.75
195	-2260.3000000000466	-22055.319999999367
196	-8264.790000000037	-22056.62000000011
197	-9761.75	-22057.799999999814
198	-3766.1100000000442	-22067.409999999218
199	-7505.110000000044	-23313.679999999702
200	-4511.0	-23354.199999999255
201	-6028.119999999995	-23322.83999999985
202	-3011.240000000049	-23349.139999999665
203	-5261.020000000019	-9066.330000000075
204	-3760.7700000000186	-9072.609999999404
205	-6766.960000000021	-9070.120000000112
206	-4510.73000000004	-7780.769999999553
207	1484.1900000000023	-15564.330000000075
208	4489.679999999993	-18173.819999999367
209	-760.4300000000512	-11671.419999999925
211	-10.369999999995343	-10369.96999999974
212	-1512.1100000000442	-10371.679999999702
213	-3009.3300000000163	-7778.739999999292
